200905339,렉사프로정20밀리그람 (에스시탈로프람옥살산염),타원형,하양,,-,,11.6,7.1,4.2,필름코팅정
200905270,이리보정5마이크로그램(라모세트론염산염),원형,노랑,,,,6.6,6.6,3.0,필름코팅정
200904978,브렌콜연질캡슐,장방형,"주황, 투명",,,,20,8,8,"연질캡슐제, 현탁상"
200905056,쿡콜연질캡슐,장방형,"파랑, 투명",,,,24,10,10,"연질캡슐제, 액상"
200905107,모드콜플러스캡슐,장방형,주황,주황,,,19.0,6.3,6.6,"경질캡슐제, 산제"
200905166,슈티린정,장방형,노랑,,,,16.01,8.3,5.7,필름코팅정
200905128,큐엔타민골드연질캡슐,장방형,빨강,,,,24.8,8.9,8.9,"연질캡슐제, 현탁상"
200905377,데일리원정,장방형,갈색,,,,19.7,8.65,4.7,필름코팅정
200905349,진페리시정,원형,분홍,,,,9.34,9.34,5.58,필름코팅정
200905283,쎄이네슘연질캡슐,장방형,갈색,,,,24.76,8.00,8.00,"연질캡슐제, 현탁상"
200905124,니퀴틴민트트로키4밀리그램(니코틴폴라크리렉스),원형,하양,,,,11,11,6,트로키제
200905144,복합유디리버연질캡슐,타원형,갈색,초록,,,23.77,8,8,"연질캡슐제, 현탁상"
200905195,헤모탑플러스연질캡슐,장방형,갈색,,,,25,8,8,"연질캡슐제, 현탁상"
200905003,리드큐텐연질캡슐,장방형,갈색,,,,25.27,8.65,8.65,"연질캡슐제, 현탁상"
200904934,코펜콜연질캡슐,장방형,"초록, 투명",,,,25.0,10.0,10.0,"연질캡슐제, 액상"
200904950,간보왕연질캡슐,장방형,갈색,,,,24.7,9.1,9.1,"연질캡슐제, 현탁상"
200904678,은엑손플러스연질캡슐(은행엽엑스),타원형,초록,,,,15,8,8,"연질캡슐제, 현탁상"
200904681,메토씨정(메토카르바몰),장방형,주황,,,,12.2,7.5,4.5,필름코팅정
200904916,트러코연질캡슐,장방형,"초록, 투명",,,,24.57,8.88,8.88,"연질캡슐제, 액상"
200905016,이탄탄 큐캡슐(수출용),장방형,초록,초록,,,21.4,7.33,7.64,"경질캡슐제, 산제"
200905055,디퓨텐연질캡슐(덱시부프로펜),타원형,"노랑, 투명",,,,21.1,8.5,8.5,"연질캡슐제, 액상"
200904935,제이콜연질캡슐,타원형,초록,,,,15,8,8,"연질캡슐제, 액상"
200905074,케라스트캡슐,장방형,초록,노랑,,,19.10,6.63,6.91,"경질캡슐제, 산제"
200905320,알피엠이튼프러스캡슐,장방형,"파랑, 옅은",파랑,,,18.89,6.7,6.7,"경질캡슐제, 산제"
200905123,니퀴틴민트트로키2밀리그램(니코틴폴라크리렉스),원형,하양,,,,11,11,6,트로키제
200905264,린피스정(아스피린),원형,분홍,,,,7,7,3.4,장용성필름코팅정
200905313,셀크빈연질캡슐,장방형,갈색,,,,24.1,8.7,8.7,
200905360,코디콜캡슐,장방형,연두,연두,,,20,7.2,7.2,"경질캡슐제, 산제"
200905023,로페도캡슐,장방형,노랑,노랑,,,20,8,8,"경질캡슐제, 산제"
200905109,매일비타정,장방형,갈색,,,,19.5,8.5,7,필름코팅정
200905221,아세리돈정(수출용),장방형,하양,,,,18,7,6.55,필름코팅정
200905288,안티진에이스연질캡슐,타원형,초록,,,,14.8,8.1,8.1,"연질캡슐제, 현탁상"
200905423,마그롤연질캡슐,장방형,갈색,,,,23.74,7.58,7.58,"연질캡슐제, 현탁상"
200905017,이탄탄플러스캡슐,장방형,초록,초록,,,18.9,6.8,6.8,"경질캡슐제, 산제"
200905407,말펜-에스정,장방형,하양,,,-,14.5,3.1,6.3,필름코팅정
200904880,멜린씨정,장방형,갈색,,,,14.85,8.17,7.28,필름코팅정
200905151,액티리버모닝연질캡슐(밀크시슬열매건조엑스),장방형,초록,,,,20.92,9,9,"연질캡슐제, 현탁상"
200905198,넥스핀정(아스피린),원형,분홍,,,,7.19,7.19,4,장용성필름코팅정
200905217,영빅스캡슐,장방형,빨강,빨강,,,21.4,7.1,7.4,"경질캡슐제, 과립제"
200905220,자로펜정,장방형,파랑,,,,17.3,7.8,5.5,"정제, 미분류"
200905401,넥쿨연질캡슐,타원형,"청록, 투명",,,,14.32,9.28,9.28,"연질캡슐제, 액상"
200904697,리버텍트골드연질캡슐,장방형,갈색,,,,23.4,8.3,8.3,"연질캡슐제, 현탁상"
200905188,메가조인정,장방형,노랑,,,,17.5,8.0,5.4,필름코팅정
200905215,비오코딜정,원형,연두,,,,9.13,9.13,3.98,필름코팅정
200904979,비버스정,장방형,주황,,,-,15,8,3,필름코팅정
200905068,시노카에프연질캡슐,타원형,초록,,,,14.6,7.9,7.9,"연질캡슐제, 액상"
200904774,세티린정(세티리진염산염),타원형,노랑,,-,,12,6,4,필름코팅정
200905962,프릴리지정30밀리그램(다폭세틴염산염),원형,회색,,,,6.6,6.6,3,필름코팅정
201001640,영토넬정150mg(리세드론산나트륨2.5수화물),타원형,파랑,,,,12,6,4,필름코팅정
201001637,리스넬정150밀리그램(리세드론산나트륨일수화물),장방형,파랑,,,,11.7,5.8,3.8,필름코팅정
201001656,발라실정500밀리그램(발라시클로비르염산염수화물),장방형,하양,,,,16.6,7.6,6.1,필름코팅정
201001684,라모스탈정50밀리그램(라모트리진),사각형,노랑,,-,,7.4,7.4,2.6,나정
201001699,큐로켈정25밀리그램(쿠에티아핀푸마르산염),원형,분홍,,,,5.5,5.5,3.0,필름코팅정
201001682,레보텐션정5밀리그램(에스암로디핀베실산염2.5수화물),기타,주황,,-,,8.5,7.5,3.2,나정
201001683,텔미스정40mg(텔미사르탄),원형,하양,,,-,7.5,7.5,4,나정
201001685,텔미스정80mg(텔미사르탄),원형,하양,,,-,9.5,9.5,4,나정
201001737,티자리드정1밀리그람(티자니딘염산염),원형,하양,,-,,7,7,3,나정
201001733,몬테레어츄정4밀리그램(몬테루카스트나트륨),타원형,분홍,,,,11,7.88,3.58,추어블정(저작정)
201001723,큐로스트츄정4밀리그램(몬테루카스트나트륨),타원형,분홍,,,,11.1,8,3.8,추어블정(저작정)
201001728,멀택정(드로네다론염산염),장방형,하양,,,,17,7,6,필름코팅정
201001707,유니발탄정80밀리그램(발사르탄),원형,분홍,,,-,8,8,2,필름코팅정
201001745,로디엔정5밀리그램(에스암로디핀니코틴산염),오각형,하양,,-,,9,7.96,4.22,나정
201001744,딜라트렌에스알캡슐64밀리그램(카르베딜롤),장방형,하양,하양,,,23.3,8.52,8.52,"서방성캡슐제, 펠렛"
201001732,본넬정150밀리그램(리세드론산나트륨수화물),장방형,파랑,,,,11.80,5.83,3.81,필름코팅정
201001730,리도넬정150밀리그램(리세드론산나트륨일수화물),타원형,파랑,,,,11.85,5.87,3.73,필름코팅정
201001731,알토리톤정150밀리그램(리세드론산나트륨2.5수화물),타원형,파랑,,,,11.8,5.8,3.72,필름코팅정
201001725,리세드린정150밀리그램(리세드론산나트륨2.5수화물),장방형,파랑,,,,11.8,5.9,3.9,필름코팅정
201002064,바로페질오디정5밀리그램(도네페질염산염일수화물),원형,하양,,,,7.0,7.0,2.3,구강붕해정
201001805,레그파라정25밀리그램(시나칼세트염산염),원형,연두,,,,8,8,4,필름코팅정
201001891,메자반트엑스엘장용정1200밀리그램(메살라진),타원형,갈색,,,,21.0,9.5,7.0,서방성장용필름코팅정
201001950,신노바핀정10밀리그램(암로디핀베실산염),팔각형,하양,,,-,11.58,8.34,3.92,나정
201001784,비트리모정,원형,분홍,,,-,7.6,7.6,2.8,나정
201001804,프리비정,장방형,노랑,,,,17.8,7.7,5.8,필름코팅정
201002060,레볼레이드정25밀리그램(엘트롬보팍올라민),원형,하양,,,,10.4,10.4,4.3,필름코팅정
201002061,레볼레이드정50밀리그램(엘트롬보팍올라민),원형,주황,,,,10.4,10.4,4.3,필름코팅정
201002100,코큐비타엠정,장방형,갈색,,-,,19.8,8,6.4,필름코팅정
201002105,아토믹스지플러스연질캡슐,장방형,갈색,,,,21.3,9.2,9.2,"연질캡슐제, 현탁상"
201002150,글루코파지엑스알1000밀리그램서방정(메트포르민염산염),타원형,하양,,,,22.5,12.0,8.0,서방정
201002151,다이아벡스엑스알서방정1000밀리그램(메트포르민염산염),타원형,하양,,,,22.1,10.61,8.42,서방정
201002135,콘드로맥스연질캡슐,장방형,주황,,,,24,8,8,"연질캡슐제, 현탁상"
201002190,폴원연질캡슐(폴산),타원형,빨강,,,,14.7,8.3,8.3,"연질캡슐제, 액상"
201002215,멀티비타에스정,장방형,갈색,,,,19.5,8.5,5,필름코팅정
201002238,도네질오디정5밀리그램(도네페질염산염수화물),원형,하양,,,,7.1,7.1,2.3,구강붕해정
201002277,리치본먼쓰정150밀리그램(리세드론산나트륨일수화물),장방형,파랑,,,,11.8,5.9,3.7,필름코팅정
201002280,명문암로디핀정5mg(암로디핀베실산염),팔각형,하양,,,-,8.70,6.11,3.45,나정
201002378,조이원정(위령선·괄루근·하고초30%에탄올엑스(40:1)),타원형,갈색,,,,15,8,4.2,필름코팅정
201002423,"조인클정200mg(위령선,괄루근,하고초30%에탄올엑스(40:1))",타원형,노랑,,,-,14.25,7.57,4.79,필름코팅정
201002394,베아프렉사정5밀리그램(올란자핀),원형,하양,,,,8.0,8.0,5.0,필름코팅정
201002395,뉴로자핀정10밀리그램(올란자핀),원형,하양,,,,10.2,10.2,5.0,필름코팅정
201002396,뉴로자핀정2.5밀리그램(올란자핀),원형,하양,,,,7.2,7.2,3.3,필름코팅정
201002446,조이나스정(위령선·괄루근·하고초30%에탄올엑스(40:1)),타원형,주황,,,,13.5,6.8,2.5,필름코팅정
201002449,제뉴원텔미사르탄정80밀리그램(텔미사르탄),타원형,하양,,,,16.6,8.1,4.9,나정
201002450,제뉴원텔미사르탄정40밀리그램(텔미사르탄),타원형,하양,,,,12.4,6.2,4.2,나정
201002402,중외도네페질속붕정10밀리그램,원형,노랑,,,,9,9,3,구강붕해정
201002503,올리엣캡슐120밀리그램(오르리스타트),장방형,파랑,파랑,,,19.00,6.55,7.00,"경질캡슐제, 산제"
201002643,비코맥스정,장방형,갈색,,,,17.97,7.97,6.6,필름코팅정
201002644,알파멕스정,장방형,갈색,,,,18,8,6.4,필름코팅정
201002745,클란자CR정(아세클로페낙),장방형,하양,,,,16.8,6,5,서방성필름코팅정
201002803,조인트파워400정,장방형,갈색,,,,16.5,8.3,6,필름코팅정
201003010,레보라진정(레보드로프로피진),원형,하양,,,,9.5,9.5,3.7,나정
201003049,큐로켈정200밀리그램(쿠에티아핀푸마르산염),원형,하양,,-,,11,11,5.3,필름코팅정
201003043,토코엔지연질캡슐,장방형,갈색,,,,23.3,8.7,8.7,"연질캡슐제, 현탁상"
201003060,넥사졸캡슐40밀리그램(에스오메프라졸),장방형,노랑,노랑,,,21.5,7.3,7.5,"경질캡슐제, 장용성과립제"
201003094,유유텔미사르탄정80밀리그램,타원형,하양,,,,17,8,4,나정
201003095,유유텔미사르탄정40밀리그램,타원형,하양,,,,12,6,3,나정
201003096,미카탄정80밀리그램(텔미사르탄),타원형,하양,,,,16.38,7.98,4.6,나정
201003097,미카탄정40밀리그램(텔미사르탄),타원형,하양,,-,,11.95,5.8,3.91,나정
201003062,에소메드캡슐40밀리그램(에스오메프라졸),장방형,자주,자주,,,21.8,7.7,7.7,"경질캡슐제, 장용성과립제"
201003055,파로킨정1mg(로피니롤염산염),원형,연두,,,,7.24,7.24,3.70,필름코팅정
201003061,에스졸캡슐40밀리그램(에스오메프라졸),장방형,파랑,하양,,,21.0,7.0,7.0,"경질캡슐제, 장용성과립제"
201003163,오스테론정150밀리그램(리세드론산나트륨2.5수화물),타원형,파랑,,,,12,6,4,필름코팅정
201003164,자니칼정(리세드론산나트륨2.5수화물),타원형,파랑,,,,11.5,5.6,3.8,필름코팅정
201003150,리세트론정150밀리그램(리세드론산나트륨2.5수화물),타원형,파랑,,,,11.7,5.7,3.57,필름코팅정
201003151,악토제닉정150밀리그램(리세드론산나트륨2.5수화물),타원형,파랑,,,,12,6,4,필름코팅정
201003153,텔사탄정40밀리그램(텔미사르탄),타원형,하양,,,,10.1,6.05,3,나정
201003154,일양텔미사탄정40밀리그램(텔미사르탄),타원형,하양,,,,12.0,5.9,4.1,나정
201003155,일양텔미사탄정80밀리그램(텔미사르탄),타원형,하양,,,,16.5,8.1,4.9,나정
201003156,사브정2.5밀리그램(에스암로디핀베실산염2.5수화물),육각형,노랑,,,-,8.26,4.58,2.3,나정
201003185,아데포라정10mg(아데포비어디피복실),원형,하양,,,,7.0,7.0,2.9,나정
201003188,아포리바정(아데포비어디피복실),원형,하양,,,,7.01,7.01,3.18,나정
201003189,아뎁세라정10밀리그램(아데포비어디피복실),원형,하양,,,,7.0,7.0,3.0,나정
201003190,아데팜정10밀리그램(아데포비어디피복실),원형,하양,,,,7,7,3,나정
201003191,부광아데포비어정10밀리그램(아데포비어디피복실),원형,하양,,,,7,7,3,나정
201003197,헵세스정(아데포비어디피복실)(수출용),원형,하양,,,,7.03,7.03,2.88,나정
201003199,아뎁틴정10밀리그램(아데포비어디피복실),원형,하양,,,,7.5,7.5,3.3,나정
200907763,발라렉스정(발라시클로비르염산염1.5수화물),장방형,하양,,,,18.7,7.1,6.2,필름코팅정
200907770,도파로핀정0.25밀리그램(로피니롤염산염),오각형,하양,,,,7.54,7.5,4.5,필름코팅정
200907783,코디핀정6밀리그램(베니디핀염산염),원형,노랑,,,,7.1,7.1,3.8,필름코팅정
200907782,칸세틸정16밀리그램(칸데사르탄실렉세틸),원형,분홍,,,-,7.0,7.0,3.0,나정
200907811,올라핀정5밀리그램(올란자핀),원형,하양,,,,8.0,8.0,4.0,필름코팅정
200904305,부폴민정,장방형,하양,,,,17.5,8,6.15,필름코팅정
200907817,조인트탑400정,장방형,갈색,,,,16.5,8.3,6,필름코팅정
200907796,칸데산정16mg(칸데사르탄실렉세틸),원형,분홍,,,-,7.05,7.05,3.29,나정
200907799,리넥신정,타원형,연두,,,-,14.7,7.5,4.3,필름코팅정
200907798,아이살탄정150mg(이르베사르탄),타원형,하양,,,,12.3,6.2,4,필름코팅정
200907915,노자임캡슐10000(판크레아틴장용성제피미세정),장방형,갈색,투명,,,17,6,7,"장용성캡슐제, 정제"
200908024,뉴키센비타츄어블정,사각형,분홍,,,,15,15,4,추어블정(저작정)
200907976,뮤타플로캡슐(E.coli strain Nissle 1917의 동결건조물),장방형,갈색,갈색,,,13.7,7.8,7.8,"경질캡슐제, 산제"
200907789,도파로핀정2밀리그램(로피니롤염산염),오각형,분홍,,,,7.54,7.5,4.5,필름코팅정
200908159,뉴젠이미다프릴정5mg(이미다프릴염산염),원형,하양,,,,6.0,6.0,2.9,나정
200908169,몬테칸정10밀리그램(몬테루카스트나트륨),사각형,주황,,,,8.1,8.1,3.7,필름코팅정
200908161,아프릴정5mg(이미다프릴염산염),원형,하양,,,,6,6,1.5,나정
200908162,하이메릴정5mg(이미다프릴염산염),원형,하양,,,,6.06,6.06,2.67,나정
200908160,이미트릴정5밀리그램(이미다프릴염산염),원형,하양,,,,6,6,3,나정
200908186,코자엑스큐정5/100밀리그램,타원형,분홍,,,,17.3,7.1,3.94,필름코팅정
200908185,코자엑스큐정5/50밀리그램,타원형,하양,,,,13.8,6.8,5.5,필름코팅정
200908201,스트라테라캡슐80밀리그램(아토목세틴염산염),장방형,갈색,하양,,,17.76,5.84,6.18,"경질캡슐제, 산제"
200908333,모놀레어츄정4밀리그램(몬테루카스트나트륨),타원형,분홍,,,,11,8,4,추어블정(저작정)
200908334,루케마츄정4밀리그램(몬테루카스트나트륨),원형,분홍,,,,9,9,3,추어블정(저작정)
200908266,하이쿨연질캡슐,타원형,초록,,,,15,7.5,7.5,"연질캡슐제, 현탁상"
200908354,싱카스트츄정5밀리그램(몬테루카스트나트륨),원형,분홍,,,,9.5,9.5,4.8,추어블정(저작정)
200908355,부광이토프리드정50밀리그램(이토프리드염산염),원형,하양,,,,7,7,3.5,필름코팅정
200908348,칸데산정8mg(칸데사르탄실렉세틸),원형,분홍,,,-,7.8,7.8,2.8,나정
200908352,올라핀정2.5밀리그램(올란자핀),원형,하양,,,,7.0,7.0,2.8,필름코팅정
200908349,칸세틸정8밀리그램(칸데사르탄실렉세틸),원형,분홍,,,-,7.0,7.0,2.8,나정
200908350,파키놀정2밀리그램(로피니롤염산염),오각형,분홍,,,,7.5,5,3.3,필름코팅정
200908353,싱카스트츄정4밀리그램(몬테루카스트나트륨),타원형,분홍,,,,10.9,7.8,4.1,추어블정(저작정)
200908367,고려칸데사르탄정16밀리그램(칸데사르탄실렉세틸),원형,분홍,,,-,8,8,3,나정
200908368,싱귤맥스속붕정5밀리그램(몬테루카스트나트륨),원형,분홍,,,,9.3,9.3,3.7,구강붕해정
200907819,올라핀정10밀리그램(올란자핀),원형,하양,,,,10.0,10.0,5.0,필름코팅정
200908438,데이프로정10mg(에스시탈로프람옥살산염),타원형,하양,,-,,8,5.5,3.57,필름코팅정
200908444,써큐로드연질캡슐120mg(은행엽건조엑스),타원형,초록,,,,15,8.3,8.3,"연질캡슐제, 현탁상"
200908496,타미비어캡슐75밀리그램(오셀타미비르인산염),장방형,노랑,회색,,,17,6,6,"경질캡슐제, 산제"
200908499,스타레보필름코팅정75/18.75/200밀리그램,타원형,분홍,,,,13,8,6,필름코팅정
200908497,타미비어캡슐45밀리그램(오셀타미비르인산염),장방형,회색,회색,,,15,5,5,"경질캡슐제, 산제"
200908494,보령부스파정15mg(부스피론염산염),장방형,하양,,,-,15.22,5.15,3.40,나정
200908498,타미비어캡슐30밀리그램(오셀타미비르인산염),장방형,노랑,노랑,,,15,5,5,"경질캡슐제, 산제"
200908500,스타레보필름코팅정125/31.25/200밀리그램,타원형,분홍,,,,14,9,6,필름코팅정
200908479,펜디멘정(펜디메트라진타르타르산염),원형,하양,,-,,7,7,3,나정
